publish_time,text,predicted_class
2024-10-05,"昆山挂壁公路位于景区内昆山村，是全国七条挂壁公路中最窄、最险、最奇、最美的一条，全长7.1公里。昆山挂壁公路是在一处上下500余米的悬崖绝壁上开凿的公路。

由于条件限制，隧道内道路较窄，仅容一辆小型车单向行驶。一字排开的156个“天窗”上罩危壁，下临深渊，远观像火车爬山，让人惊魂 魄，叹为观止。是自驾爱好者挑战极限的户外天堂。#热门视频##挂壁公路##国庆旅游# 剋剋啊的微博视频",pos
2024-10-05,"国庆假期余额已过半,小伙伴们行程还没安排上的抓紧时间,到#爱情圣地青龙峡 赴一场国庆假期欢乐之旅~!#国庆假期##国庆旅游# 焦作青龙峡峰林峡的微博视频",pos
2024-10-05,北海南宁旅游#亲子旅游##大海##国庆旅游# 南宁 北海，阳光☀️沙滩🏖️海浪🌊，充实的国庆之旅 北海,pos
2024-10-04,五老峰和三叠潭限流了去不了啦！ 含鄱口不看日出也好看呀！#国庆旅游# 九江·含鄱口,neg
2024-10-05,#生活手记##国庆旅游# 舟山➡️绍兴,neu
2024-10-05,谁懂！！第一次去动物园像刘姥姥进大观园，书里的动物现实也是见到了，此刻教育也完成闭环！！辛苦朋友被我拉着一直跑了，实在是太激动了～～#国庆旅游##成都动物园#,pos
2024-10-03,想问一下天津的同志们，这个饮料真的是你们童年的记忆吗？#微博旅行家##国庆旅游##天津# 天津·意风区历史文化展览馆,pos
2024-10-05,南京旅游#南京旅游##国庆旅游# 国庆南京应该有一亿人，再见 Yanglc_o的微博视频,neu
2024-10-04,体育比赛云集国庆！赛事旅游热潮兴起#体育赛事# #国庆旅游# #旅游# 天下篮球快报的微博视频,pos
2024-10-04,今年的国庆打卡中国丝绸博物馆 逛完了时装馆、织造馆、丝路馆 碰上了陕西文物出差杭州的九天阊阖特展 #杭州##国庆旅游##博物馆#,neu
2024-10-04,📍廣州｜凑个热闹 挤趟人海 #记录生活##国庆旅游# 广州·广州圣心大教堂,neu
2024-10-04,已经数不过来这是这些天看到的第几百个的交警了！14亿的一半都在江西吗？#国庆旅游##自驾游#,neg
2024-10-04,#爬黄山# 到底有多少人来黄山了？ #国庆旅游# #旅游# 追综VIP用户的微博视频,neu
2024-10-04,鱼味不是关键，人头才是看点。#国庆旅游#,neg
2024-10-04,开车七小时疲惫不堪，但遇见皖南美景的那一刻，瞬间觉得特别值得…#国庆旅游# 黄山·黟县 陈峰老师的微博视频,pos
2024-10-04,#温州风光好# 秋意渐浓美景如画，饱览河山游人如织。十一假期以来，我市全域旅游建设持续发力，好戏连台、精彩迭出，文旅消费潜力得到充分释放。截至10月4日12点，全市正常营业80家A级旅游景区共接待游客291.76万人次，按可比口径同比增长11.28%；实现A级景区旅游营业收入4870.34万元，按可比口径同比增长12.18%。温州市2024年国庆节假日前四天旅游市场情况综述#国庆旅游##温州旅游# @浙江文旅 @诗画浙江文旅资讯 温州,pos
2024-10-04,阳泉 自驾开封！#国庆旅游# 开封,neu
2024-10-04,📝逛了海珠湖吃了早茶然后打包收藏了好久的店铺的芝士蛋糕回家品尝的一天#今日日常##国庆旅游#,pos
2024-10-04,南昌真的好多人！国庆太挤了！！！1号的vlog拖到现在才发#南昌##国庆旅游##原创vlog# 给你一个小耳巴的微博视频,pos
2024-10-04,早知道就飞10公里了🙃#飞行##国庆旅游# 青岛,neu
2024-10-04,#国庆旅游# 西樵山 感觉这张拍的挺不错！,pos
2024-10-04,国庆旅游手记#国庆旅游#,neu
2024-10-04,重是重逢的重，庆是庆幸的庆🍺 遗憾的是小萝卜头还是没有看到（人实在太多太多，小孩哥感冒排不了太长时间的对） #国庆旅游# 重庆,pos
2024-10-04,打卡长沙～岳阳～#国庆旅游##吃喝玩乐##国庆旅游记#,neu
2024-10-04,国庆方向旅游之芒市 勐焕银塔 远看还是挺好看的 国庆还是很多人 主打一个拍完就跑 芒市的东西很好吃！！！ #小众宝藏旅行地##国庆旅游# 德宏·勐焕银塔,pos
2024-10-04,"【国庆黄金周：东莲花美食街美食受游客追捧】2024年10月1日-10月7日10:00-18:00，巍山县东莲花美食文化旅游创业园“美食驿站,创意国庆”系列活动
在东莲花美食街举行。特色美食活动:除园区日常经营产品、美食外，增加当地特色美食，为游客提供丰富多样的美食选择，满足不同口味的需求。传统美食品尝及制作体验。游客可以在制作区内亲手制作油香，制作后的成品游客带走，感受当地传统美食制作的乐趣。油香茶体验：游客可观看(也可自己操作)油香茶制作并品尝。文创产品、手工制作亲子体验。创意竹编、精美手绘、毛线戳戳画等各类创意手工(4)鼓楼自助K歌大舞台游客可自行到鼓楼自助K歌。穿古装、汉服入园者，即可获得小吃券1张。通过活动的举办，有效吸引游客的参与。#国庆旅游#
董有喆 杨继稳 报道",pos
2024-10-04,好好好，被国庆旅游出行一整个拿捏住了🤏#国庆旅游#,neu
2024-10-04,国庆又出去走走#国庆旅游##浙江·乌镇#,neu
2024-10-04,榆林 ✨ #国庆旅游# 📍 半城烟火半城砖 半城资源半城史 榆林一座不容错过的宝藏小城,neu
2024-10-04,国庆股市热胜过旅游胜，大A休市期间，港股继续大涨，节前不满仓就要踏空的感觉。#国庆旅游# 南京·黄埔大酒店,neg
2024-10-04,反向#国庆旅游# 🍶🀄️ 泸州,neu
2024-10-04,加班第二天，状态良好#国庆##国庆旅游#,pos
2024-10-04,萨嘎（日喀则）- 塔钦（阿里） 仲巴五彩沙漠、公珠措：进入阿里@4580M #西藏旅游##国庆旅游##阿里# 阿里,pos
2024-10-04,南昌一日游#国庆人从众式旅游# 实在挤得罩不住，小推车都直接收了拎着走的#国庆旅游# Wuli小高妹妹呀的微博视频,pos
2024-10-04,今年国庆来沈阳旅游的人是真的多#国庆旅游# 沈阳,pos
2024-10-04,#生活手记#风景照#国庆##国庆旅游# 五岳之一的嵩山我来啦 郑州·嵩山,neu
2024-10-04,你说你想看看你崇拜的乐队的家乡 #国庆旅游# 石家庄 Y300i的微博视频,neu
2024-10-04,旅游#旅游推荐# 国庆游#国庆旅游##旅游超话# 阿坝,pos
2024-10-04,🌈偷感很重_[让我看看] 携我的男保镖们假期快乐～🦷美白牙齿请找我们。 #国庆节##国庆旅游##ootd# 泰国·BangkokThailand,pos
2024-10-04,"#南岸文旅# #重庆旅游攻略# #国庆旅游# 如果你想观影娱乐两不误
这份南岸国庆「观影×购物指南」一定要收藏
让你在假期欣赏国庆档电影大片的同时
又能享受娱乐购物带来的快乐
图源：M³电影城堡、重庆协信星光时代广场、重庆万达影城、重庆南坪万达广场、华谊兄弟影城、百联南岸上海城购物中心,更多内容请点击链接：（粉丝福利）购在南岸丨这份国庆「观影×购物指南」请收下！乐享都市生活",pos
2024-10-04,这个国庆，我在小九寨，你在哪里啊？ #国庆旅游# #微博旅行家# 池州·石台县牯牛降景区,neu
2024-10-04,托朋友圈的福 每天都在新疆各个州云旅游 #国庆旅游#,neu
2024-10-04,国庆不出去玩，在家刷朋友圈， 都可以看遍各个城市地方的风景#在家看遍全世界##国庆小众旅游城市##国庆旅游#,pos
2024-10-04,潮汕文旅能不能干点活 一出站打的司机嫌3.8km近拒载 我们硬生生走了40分钟才到酒店 真服了#潮州##汕头##国庆旅游#,neu
2024-10-04,曲靖消防消防无小事，游客共参与#古建筑消防安全##会泽古城##国庆旅游#（会泽大队供稿） @云南消防 曲靖消防的微博视频,pos
2024-10-04,#微博旅行家# 带着微博去旅行#国庆旅游# //@淝河恋:转发微博,neu
2024-10-04,#国庆旅游##生活手记##舟山旅游# 国庆假期选择舟山真的很明智，没有拥挤的人群，有的是台风过后的清爽，正当季美味的海鲜，好惬意,pos
2024-10-02,照片当下不发出来 过几天就没有想发的欲望了 分享实时近照📷#国庆旅游##人像摄影# 苏州,neg
2024-10-03,杭州City Walk 人少的大兜路文化街，适合滨河沿街散步，闲逛小市集#国庆旅游# #杭州# 绿洲 杭州·京杭大运河杭州景区,pos
2024-10-03,#扬州# 10月下扬州DAY2(10.3)酒店旁边刚好遇到表演🔥壶的#国庆旅游#,pos
2024-10-03,不到黄石寨，枉到张家界#我们##国庆旅游#张家界·黄石寨 张家界·黄石寨,neg
2024-10-03,今天去了good寺~#国庆旅游# 武汉,neu
2024-10-03,"【国庆游南京城是什么体验】

😎宝子们，国庆游南京城超有料！

国庆期间的南京，那真是人从众🧐。感觉全国人民都来啦，不过这也说明南京魅力大呀。

南京可是座充满历史韵味的古城，就像一个装满故事的老宝箱。
夫子庙一带，秦淮河畔的古建筑在灯光下美轮美奂，还有好多文创手办，简直走不动道。
中山陵庄严肃穆，台阶爬得人腿软，但那种历史的厚重感超震撼。

还有南京美食，鸭血粉丝汤鲜香爽滑，一口下去超满足，但排队是巨难排，人超级多
南京的梧桐树大道也是一绝，走在下面像走进绿色的童话世界（ps为了拍照我凌晨5.30就来抢机位了）但是南京真的是一座很有风韵的城市🌆国庆游南京，人多也值啦！😜
#国庆旅游#",pos
2024-10-03,大漂亮旧金山华人举行庆祝伟大的祖国 国庆75周年大游X，很多当地美国人也跟着一起和谐的欢庆，也不管是什么节日，只要开心快乐就好，越文明越包容，越愚昧越排外！#国庆 ##国庆旅游#带着微博去旅行 文明与野蛮4的快手视频,pos
2024-10-03,肯定没有人能空手离开景德镇！ #景德镇##国庆旅游#,pos
2024-10-03,#国庆旅游##旅途美食##红菇豆腐汤# 这道红菇豆腐汤口碑很好，大家都赞不绝口，姥姥也必须了解一下做法。 认真仔细观察下有以下食材：老豆腐、红菇、排骨、目鱼、蛏干等。,pos
2024-10-03,国庆旅游就是来看人人人人人 #国庆旅游# 西安·秦始皇兵马俑博物馆,neu
2024-10-03,#武义旅游# 金华武义#国庆旅游# 花田美地度假区,neu
2024-10-03,“凑个热闹 挤趟人海” #国庆##人山人海太热闹了##国庆旅游#,pos
2024-10-03,#2024右腿手机随拍# 国庆假期城子村一日游#国庆旅游# 右腿大叔的微博视频,neu
2024-10-03,国旗耀北疆之饶河县 ，黑龙江 迎国庆，饶河的街边已经挂满的五星红旗，此刻街头巷尾也早已飘满红色。在国庆节这个特殊的日子里，我们手举鲜艳的红旗，怀着满腔的热忱，踏遍了城市的每一个角落。#v眼看龙江##国庆旅游##微博旅行家#带着微博去旅行 黑龙江国防教育的快手视频,pos
2024-10-03,来一场说走就走的旅行——city walk 兰州#国庆旅游# Z_仰望星空的微博视频,neu
2024-10-03,国庆期间深圳竟然能在长假旅游界排上名#国庆节快乐##深圳##国庆旅游#,pos
2024-10-03,舒服的天气#国庆旅游# 长沙,pos
2024-10-03,#霸王茶姬#成都逛街，刚补的身份证银行卡全在里面，还好掉霸王茶姬店里了，找了四五个店，还好没丢#国庆旅游#,neu
2024-10-03,#国庆旅游##红木家具城# 今天上午爷爷奶奶带着孩子们看望九十几岁的太奶奶，姥姥和姥爷就去红木家具城参观。,pos
2024-10-03,总统府，人流量比暑假多得多#国庆旅游##总统府#南京·总统府 南京·总统府,neu
2024-10-03,"#国庆旅游##我的旅行日记#
到了温村快睡觉了才想起来今天没发微博

十一个半小时的飞行没啥感觉，吃了个正餐，睡醒吃早餐饱饱的就到了，菲航给每个人发了菜单，可以点餐，还有白、红葡萄酒的，本想装下13的但一看到给我倒入纸杯里那一刻完全没心情装了，喝酒没有高脚杯装酒是不完美的

丝滑入境，有申报食物，被问是什么？想不起来中草药是什么单词，直接回复了Soup Chinese Herbs，海关黑人小姐姐一副我懂了的眼神对我笑了下，直接通过！

已经凌晨12点半了，倒个时差，睡不着也要先睡",pos
2024-10-03,#黄山# 多宝不停给我发照片。 多宝想去的是九华山，因为九华山是地藏菩萨道场，西游记里，谛听是地藏菩萨的神兽，可以通过听来辨认世间万物 ，谛听曾出现在真假美猴王那一节，所以多宝非常想去看看谛听。 少年爱西游，对西游记很多细节记得非常清楚。 不过，后面还是选择了黄山。 #国庆旅游#,pos
2024-10-03,"国庆假期去哪玩？
不要再去人挤人啦！
湖南小众旅游目的地安仁
山清水秀，人少景美还好玩！
这里有一条安仁2天自驾游路线，赶紧收藏吧～

Day1️⃣：出发-湘众药业一熊峰山国家森林公园—猴昙仙—金紫仙
Day2️⃣：豪峰茶庄—风仙谷—渡口丹霞景区—稻田公园一月轮岩一神乐生态庄园

📷必玩景点👇
✔️湘众药业：第一站从安仁县城中心的湘众药业出发，这里是了解中医药文化的必游景点。

✔️乙熊峰山国家森林公园：离安仁县城约10公里车程，山清水秀，绿意盎然🌳

✔️猴昙仙：景区内奇峰怪石、形态各异，宛若活灵活现的仙猴🐒，故而得名！

✔️金紫仙：距离猴昙仙约20公里，是安仁县境内海拔最高的山峰，在这里登高望远，一览安仁的山水风光。

✔️豪峰茶庄：茶庄风光秀丽怡人，在这里不仅可以品尝安仁茶，还能体验采茶、炒茶的乐趣。

✔️风仙谷：山高岭峻、草木繁茂、流水潺潺，被誉为“湖南九寨沟”，风光旖旎迷人😍

✔️渡口丹霞景区：独特的丹霞地貌，色彩斑驳的山体镶嵌在大地上，宛如绚丽多彩的画卷。

✔️稻田公园：连绵不绝的稻田壮观无比，除了稻田，公园有茶园、果园等多种生态园，非常适合带小朋友来体验农耕文化。

✔️月轮岩：始建于明崇祯年间，被誉为“中华丹霞第一穴”，独特的自然地貌令人赞叹不已！

✔️神乐生态庄园
集现代农业、乡村休闲旅游、绿色健康养生、科普教育为主题的休闲旅游胜地。

无论是壮丽的自然风光，还是休闲的乡村生活，都令人感到十分惬意，找个时间，带上家人朋友去安仁吧！

#国庆节##带着微博去旅行##国庆旅游#",pos
2024-10-03,南京暴走第二天#国庆旅游#,neu
2024-10-03,这个国庆假期，水泊梁山期待和你的相聚!#文化中国行#梁山#国庆旅游# 梁山县融媒体中心的微博视频,pos
2024-10-03,"#和粤小可一起过节#
来到江门，怎么能不去看看开平碉楼呢？
开平碉楼是我们广东的🌟世界文化遗产，也是首个属于华侨文化的世界遗产～

🎈游玩亮点：
1⃣瑞石楼号称“开平第一楼”是中西建筑风格完好结合的典型，是开平现存最高、最美的碉楼
2⃣许多碉楼坐落在广袤的乡村田园之中，在春秋季节，油菜花盛放或稻田一片翠绿时，景色更仿佛一幅宁静而美丽的乡村画卷
3⃣电影《让子弹飞》《一代宗师》等都曾在这里拍摄。可以在游玩过程中寻找电影中的场景，感受影视与现实的奇妙结合
4⃣周边景点丰富，美食多样，赤坎古镇、立园、那琴半岛、南楼纪念公园等等

🕘时间安排：建议安排一天时间游玩
🎫门票：自力村78元/人。立园100元/人。
🚇交通：- 自驾：导航自力村碉楼群、立园等或乘坐公共交通前往到达。

#广东太古爽动南粤# #国庆旅游#

（图源网络，侵删）",pos
2024-10-03,🇨🇳国庆特种兵式旅游 不是在景点 就是在去景点的路上🔆 ⛺️别问我去哪儿 问就是“已出发，在路上”🤗#国庆旅游# 咸阳·咸阳市高新一中 咪柚弱水三千的微博视频,neu
2024-10-03,"西塘古镇的吃相越来越难看，yue～～
🤮你见过把检票口放置在桥洞下的吗？西塘古镇做到了
这里原本是一个桥洞❗️❗️❗️
供工作人员和村民停放助动车、自行车的，同时也是周边村民和常住居民可以从下面桥洞穿过，到五姑娘公园散散步，或者到原先的检票口再进入古镇主景区，现在把检票口设置在桥洞里，直接堵住了去公园的路，真是太恶心了。
还有两扇小门，以前都是打开可供居民通行到镇上的，现在也总是铁将军把门，在人为设置障碍，与民争利，为难老百姓这件事上，西塘镇政府是有点子水平在身上的
#国庆旅游##西塘# 嘉兴·西塘古镇景区",pos
2024-10-03,巍宝山上游人如织#国庆旅游#,pos
2024-10-03,#国庆旅游#狭窄的进入景区的乡道，国庆期间车流量增大，五公里堵车一小时，就有素质极低的人自作聪明，不遵守规则，逆向行驶，造成原本堵塞的路更堵了（这只是众多逆行车之一） 榆林·波浪谷火焰丹霞区 用户7331783418的微博视频,neg
2024-10-03,【国庆小长假，拒绝宅家！快来自贡市盐业历史博物馆，一起“国韵悠长·庆华诞”！】#自贡旅游##国庆旅游#110月1日起，六大主题活动嗨翻天，文创产品萌化心！🖌️“笔尖寻迹 盐场记忆”，70幅钢笔画带你穿越回盐都辉煌岁月。👗下午2点，西秦会馆汉服诗词大会，古典韵味十足！🗣️馆长&专家&小小讲解员齐上阵，带你解锁盐的秘密！🎨10月2-3日，手绘团扇DIY，动手又动脑！🎵10月7日，“古风琴韵”古琴雅集，聆听千年弦音。👘更有汉服体验馆等你来撩，一秒穿越，与历史浪漫邂逅！快来打卡，不负好时光！🏃♂️💨（来源：自贡网）,pos
2024-10-03,出游前：冲冲冲！ 出游后：人从众 #国庆旅游# 衡阳·保卫里,pos
2024-10-03,国庆来上海的二次元千万不要错过静安大悦城！超多快闪店，谷子很全！#二次元##国庆旅游##吃谷# 中新社上海的微博视频,pos
2024-10-03,"#国庆旅游#
多宝发来了黄山照片
天气不错 ，电话手表倒也拍出来松风吹茵露、翠湿云袅袅的感觉
国庆前一天，我给多宝做思想工作：知道妈妈最近为什么常批评你么？
多宝：你工作太累了？
我，不是，你要找找你的原因
多宝：我的爸爸惹你生气了？（把“ 我的”两个字，咬得很重）
我：五年级了，应该知道学习是自己的事情，但你天天都要妈妈催，每件事都要催
多宝：但是，你催我，我就完成了嘛。而是，你催我，我都没生气
好吧，你进步神速而是大度
国庆快乐！",pos
2024-10-03,angelababy#国庆节##国庆旅游# 去红旗渠啦@angelababy 安阳·红旗渠风景区,neu
2024-10-03,#国庆旅游# 无锡，我来啦～✌,neu
2024-10-03,"你好！这里是扬州！
李白口中的“故人西辞黄鹤楼，烟花三月下扬州”；杜牧心中的“二十四桥明月夜，玉人何处教吹箫”；杜甫梦中的“十年一觉扬州梦，赢得青楼薄幸名”……
🈶建城2510周年的文化古城扬州欢迎您！
#与祖国同行##国庆旅游#
@扬州大古是吃货 @赵军摄影 @庄志明律师 @何春银微想 @扬州邗上老人 @FM985扬州新闻广播 @维扬书生微博 @夏日海湾 @黄鹏Radio",pos
2024-10-03,国庆假期来南京游玩了几天，真是人山人海，到处都是人。#国庆旅游# #南京之旅# #南京# 脑洞科普实验室的微博视频,pos
2024-10-02,#天津##大光明桥##国庆旅游# 天津·大光明桥,pos
2024-10-02,这个国庆虽然没出门旅游，但是在回家的路上堵了一个多小时#国庆旅游#,neg
2024-10-02,来南京只预约成功了一个景点，下次继续吧#国庆##南京##国庆旅游# 南京,pos
2024-10-02,天气大好 去快乐星球🎡走一走 被美景美人以及过山车长队征服 #北京欢乐谷##随手拍美景##国庆旅游# 北京·北京欢乐谷,pos
2024-10-02,从百草园到三味书屋。与课本奔现是怎样一种感受（迅哥儿家的宅子真豪华阔气）#国庆旅游# 绍兴·鲁迅故里,pos
2024-10-02,📝江门一日游#国庆旅游# 麻辣烫是回来炫的，特别香！,pos
2024-10-02,国庆旅游搭子 没钱纯陪伴 2个女生#穷游##旅游##国庆旅游#,neg
2024-10-02,追追海盐的日落#国庆旅游##周边旅游##日落#,neu
2024-10-02,国庆大家出门了吗#国庆旅游#,neu
2024-10-02,#小北夜话##国庆旅游# 国庆假期第二天，大家都去哪里旅游了呢？快来和小北交流一下吧,pos
2024-10-02,#国庆旅游##聚餐# 今晩天气继续降温，大家都穿上长衣长裤。 爷爷奶奶召集了兄弟姐妹们一起聚餐，又是热热闹闹的一个夜晚。,pos
2024-10-02,"【国庆旅游现状be like】

国庆一到，各地旅游景点就开启了“人从众”模式。今年也不例外～

我也投身这旅游大军之中，热门景区里，人头攒动。想拍张风景照，镜头里总是会闯进几个陌生的游客。
这大概就是打工人的心酸吧，平时忙碌于工作，只有国庆这难得的假期能出来放松。本想享受悠闲时光，却遭遇人挤人的拥挤。
不过，即便如此，大家脸上还是洋溢着笑容。毕竟这是期盼已久的假期，能暂时逃离工作的压力。
大家都去哪里玩了？分享一下国庆游之感
#国庆旅游#",pos
2024-10-02,"#国庆旅游##采摘柚子#

今天的天气开始降温，退去了暑热，天气格外的舒适。

九点左右，我们开启了筹划已久的采摘柚子之旅，老家的亲戚联系了果场，带我们一起去，我们各开一辆车，一共去了三辆看见路边一闪而过的柚子林，就开心地哇哇叫，大家一路欢歌笑语，直奔目的地。

我们来到了果园，只见果园里的集散地，堆满了成熟的柚子，刚采摘下来的绿里透黄的柚子，一车一车地运来，经过工人分拣打包，又一车一车地往外运，感觉好繁忙。

果园负责人先是挑了几个柚子剥了皮，露出粉粉的瓤，请大家品尝，姥姥尝了下，觉得果肉虽然硬了点，但胜在果肉汁水多，甜。那个负责人似乎看出了我的心思，反复说这个文旦柚是需要存放几天再吃，口感风味才会最好。

最后，那个负责人拿了编织带就我们上山了，来到一片还没采摘的柚子前，交代了几句，就走了。留下我们快乐地在果实累累的树下转圈圈，看到哪个都可可爱，不知采哪个好。

二豆弟弟可不管，抱住一个就使劲拽，一口气采摘了半袋，一豆小姐姐追求完美，对照标准一个个个精挑细拣，甚至上树摘，也摘了半袋，三明老王大约也采了半袋，只有姥姥和豆娘忙着拍拍拍，只象征性地采了两三个。

最后我们后备厢放了两袋半的柚子满载而归。采摘柚子真是个全新的体验，我们不虚此行。",pos
2024-10-02,风是自由的，希望你也是#终极挑战石台牯牛降##池州##国庆旅游#,pos
2024-10-02,天呢老君山好冷#国庆旅游# 洛阳·老君山,neu
2024-10-02,正能量必须宣传！大赞肇庆市政府！免费供大家国庆游玩旅游停车！#国庆旅游#肇庆,pos
2024-10-02,铁腚计划启动！👀 #大学生##国庆旅游#,neu
2024-10-02,#国庆旅游##李吧啦的多彩人生##生活手记# 和爸妈出来真的累，古板，特犟，我说酒店得趁早定，我爸这个老顽童偏要到了再定，拗不过他我只定了一天，现在好了，都涨价了房间还紧张，我得让他吃吃亏，气死了。 妹妹坐地铁晕，吐，爸妈带她骑共享单车，现在找不到他们了，人还这么多，哎,pos
2024-10-02,不是，原来#福建 人这么能吃辣吗？！#万万没想到#国庆旅游#搞笑#辣椒 这剧会火的微博视频,neg
2024-10-02,#国庆旅游# Day2 酒店吃完早饭，5分钟不到的车程，到达目的地，这一站主题还是海洋，哈哈哈，带着孩子旅游，除了动物园就是海洋馆呀 小豆这都第几次打卡海洋馆啦😆 这一次我一定要跟上，要不然回去又不知道猴年马月更新了，少一事算一事～趁着午休时间 天津·天津海昌极地海洋公园,neg
2024-10-02,"#和粤小可一起过节#
再也不会去顺德了
看了小红书很多攻略被渔人码头吸引了
结果去到 就这？？？

推荐点：涂鸦背景网红打卡，地这里有国内外明星涂鸦墙，画的都特别好看！
还有猫咪街头斑马线、顺德渔大字、胖卡龙门头、码头日落...如果你也是爱拍照的小粉丝一枚，值得来打卡留念~
再说美食：
🌟顺德被誉为广东的🥛“牛奶之乡”是当之无愧的，因为这是一座用牛奶最多的城市，这里不仅有最正宗的双皮奶，还有姜撞奶、蒸牛奶、炒牛奶、炸牛奶、水牛奶，这里一定是牛奶爱好者们的天堂！
🌟鱼生是顺德的一道传统名菜，在这里吃鱼生之前都会讲这样一句话🐟“鱼生捞起，风生水起”寓意着好运不断，事事顺遂如意。
店家大多都会推荐你吃海鲈鱼，因为不仅实惠好吃，分量大的鱼还可以把头尾骨做成椒盐鱼骨，鱼肉做成鱼粥、鱼炒粉，又香又入味。
❌不推荐点：人比较多，不好停车。

如果大家被安利到，可以尽量避开人群，结合个人行程安排，再冲也不迟！

#粤乐仔的朋友圈# #国庆旅游#

（图源网络，侵删）",pos
2024-10-02,#国庆旅游 #国庆假期 #国庆没休息 你们国庆有假期吗？ 金超紧固件日常分享的微博视频,neg
2024-10-02,#徐州乐园##国庆旅游# 夜场好玩爱玩下次还去#国庆旅游了吗#,pos
2024-10-02,我在国庆期间旅游#国庆旅游##一场说走就走的旅行##十一国庆旅游#中山 景点挑战人少打卡中：挑战失败。 珠海·圆明新园,neg
2024-10-02,国庆假期，怎能不转转国庆胡同#国庆假期##国庆旅游#带着微博去旅行,pos
2024-10-02,国庆大家都去了哪里呢？分享一下吧！#摄影分享##手机随手拍##国庆旅游#,pos
2024-10-02,"#国庆假期##国庆旅游# 相约国庆，我们迎来了七天假期！电影《普罗米修斯》中有句台词：“人生是旷野，不是轨道。”趁着假期，我们可以借此机会去欣赏祖国的风光美景。
我们可以去感受海边夕阳的极致浪漫，可以去重庆天生三桥领略大自然的鬼斧神工，当然也可以去到北京的故宫中欣赏中国壮丽的古代建筑…#国庆假期游玩好去处#
无论是赏景还是游玩，在国庆假期里，我们都可以好好放松自己，释放心中的压力。",pos
2024-10-02,📸🚄一路向南 结束特种兵模式旅游回家了 #国庆旅游##国庆节快乐##国庆# 绍兴·绍兴北站,pos
2024-10-02,重庆国庆节人挤爆了 就是不知道：看人，还是看风景？ #国庆旅游##重庆#重庆旅游#洪崖洞# 蓉城南瓜的微博视频,neg
2024-10-02,国庆终于降温了，嗨嗨嗨#小降温##国庆旅游#,neu
2024-10-02,#温州文旅# 长长的国庆假期当然要出门好好耍耍啦要——🏕️看遍动人的山江海🌊🚶在市区Citywalk🚶🍚尝遍温州的地道美食🥣来看看温小旅推荐的温州五日玩法吧相信一定有你心仪的那款网页链接#十一旅游##国庆旅游# @诗画浙江文旅资讯 @浙江文旅 温州,pos
2024-10-02,#桃江小洱海走一走##国庆旅游# 晨跑一路风景入眼前 益阳·桃江洱海,neu
2024-10-02,"#南岸文旅# #重庆旅游攻略# #国庆旅游# 国庆长假到了，你还在为去哪里玩而发愁吗？
南岸君为你准备了丰富多彩的七天游玩路线，保证你每天都能玩出新花样，享受不一样的假期时光！
部分图源：重庆故宫文物南迁纪念馆、长嘉汇弹子石老街、重庆国际马戏城、重庆抗战遗址博物馆
更多内容请点击链接：游在南岸 | 不懂就问，在南岸真的可以七天玩不重样啊？",pos
2024-09-30,国庆大家都计划去哪里玩？这次工作幕后+旅行VLOG我带你们去一趟常州新北🚅跟传说中的“鱼爸爸”碰面，也拜访了二级保护动物胭脂鱼！而且发现当地的打卡点比我想象的多：”一杯咖啡充满电”的快充挑战，恐龙主题的氢动力自行车，巨型的稻田画等等📷 #国庆节##国庆旅游##国庆在家休息还是出去旅游# 安龙cameron的微博视频,pos
2024-10-01,准备去北京的存下吧！#国庆旅游#,pos
2024-10-02,#国庆##国庆旅游##山东# 许哆哆呦的微博视频,neu
2024-10-02,国庆景区人气爆棚 #国庆旅游# #人山人海# #旅游# 脑洞科普实验室的微博视频,pos
2024-10-02,"#国庆旅游##情绪稳定##飞行日记#
主打就是一个放平心态，心平气和！

受台风影响搭子飞台北航班被取消，赌一把提前飞了，中转香港飞温哥华，比我早到；我1号的航班延误了原计划中午飞马尼拉，中转4个小时晚上20点飞温哥华的，结果晚上八点多才到马尼拉，情绪稳定到没有丝豪影响，换钱，打grab，临时订了个酒店住一晚（含早），2号才飞温哥华。

香港柜台的工作人员相当负责，原本这趟航司变更后不再是4小时转机，无法直挂行李的，但还是想办法帮忙直挂了，我有点担心但想了下还是淡定下来，用离境退税的120港币吃也个汤粉与红豆沙，机餐难吃，半夜这个点好饿呀，睡不着",pos
2024-10-02,#日常碎片plog# 逛了一天，脚都麻了，几个朋友一起逛也是很开心的#国庆旅游# 肇庆·肇庆古城墙,neu
2024-10-01,少女与海 吹着自由的海（台）风 “那就祝我们都有快乐的情绪”#福建##国庆旅游##霞浦#,pos
2024-10-01,国庆第一餐🤪🤪🤪#国庆旅游#,neu
